Starting the artificial neural network
Attempting feature set: ['danceability', 'energy', 'liveness', 'loudness', 'speechiness', 'tempo', 'valence', 'instrumentalness', 'acousticness']
Training the classifier...
[BernoulliRBM] Iteration 1, pseudo-likelihood = -4.89, time = 0.01s
[BernoulliRBM] Iteration 24, pseudo-likelihood = -2.49, time = 0.03s
[BernoulliRBM] Iteration 25, pseudo-likelihood = -2.49, time = 0.03s
[BernoulliRBM] Iteration 26, pseudo-likelihood = -2.50, time = 0.03s
[BernoulliRBM] Iteration 27, pseudo-likelihood = -2.47, time = 0.03s
[BernoulliRBM] Iteration 28, pseudo-likelihood = -2.50, time = 0.03s
[BernoulliRBM] Iteration 29, pseudo-likelihood = -2.48, time = 0.03s
[BernoulliRBM] Iteration 30, pseudo-likelihood = -2.46, time = 0.03s
[BernoulliRBM] Iteration 31, pseudo-likelihood = -2.47, time = 0.03s
Attempting feature set: ['energy', 'liveness', 'loudness', 'speechiness']
Training the classifier...
[BernoulliRBM] Iteration 1, pseudo-likelihood = -2.03, time = 0.01s
[BernoulliRBM] Iteration 2, pseudo-likelihood = -1.87, time = 0.03s
[BernoulliRBM] Iteration 3, pseudo-likelihood = -1.79, time = 0.03s
[BernoulliRBM] Iteration 4, pseudo-likelihood = -1.75, time = 0.03s
[BernoulliRBM] Iteration 5, pseudo-likelihood = -1.75, time = 0.03s
[BernoulliRBM] Iteration 6, pseudo-likelihood = -1.74, time = 0.03s
[BernoulliRBM] Iteration 7, pseudo-likelihood = -1.74, time = 0.03s
[BernoulliRBM] Iteration 8, pseudo-likelihood = -1.75, time = 0.03s
[BernoulliRBM] Iteration 9, pseudo-likelihood = -1.72, time = 0.03s
[BernoulliRBM] Iteration 10, pseudo-likelihood = -1.70, time = 0.03s
[BernoulliRBM] Iteration 11, pseudo-likelihood = -1.72, time = 0.03s
[BernoulliRBM] Iteration 12, pseudo-likelihood = -1.69, time = 0.03s
[BernoulliRBM] Iteration 13, pseudo-likelihood = -1.70, time = 0.03s
[BernoulliRBM] Iteration 14, pseudo-likelihood = -1.71, time = 0.03s
[BernoulliRBM] Iteration 15, pseudo-likelihood = -1.70, time = 0.03s
[BernoulliRBM] Iteration 16, pseudo-likelihood = -1.69, time = 0.03s
[BernoulliRBM] Iteration 17, pseudo-likelihood = -1.72, time = 0.03s
[BernoulliRBM] Iteration 18, pseudo-likelihood = -1.71, time = 0.03s
[BernoulliRBM] Iteration 19, pseudo-likelihood = -1.71, time = 0.03s
[BernoulliRBM] Iteration 20, pseudo-likelihood = -1.70, time = 0.03s
[BernoulliRBM] Iteration 21, pseudo-likelihood = -1.71, time = 0.03s
[BernoulliRBM] Iteration 22, pseudo-likelihood = -1.73, time = 0.03s
[BernoulliRBM] Iteration 23, pseudo-likelihood = -1.71, time = 0.03s
[BernoulliRBM] Iteration 24, pseudo-likelihood = -1.72, time = 0.03s
[BernoulliRBM] Iteration 25, pseudo-likelihood = -1.74, time = 0.03s
[BernoulliRBM] Iteration 26, pseudo-likelihood = -1.72, time = 0.03s
[BernoulliRBM] Iteration 27, pseudo-likelihood = -1.72, time = 0.03s
[BernoulliRBM] Iteration 28, pseudo-likelihood = -1.73, time = 0.03s
[BernoulliRBM] Iteration 29, pseudo-likelihood = -1.72, time = 0.03s
[BernoulliRBM] Iteration 30, pseudo-likelihood = -1.72, time = 0.03s
[BernoulliRBM] Iteration 31, pseudo-likelihood = -1.71, time = 0.03s
Attempting feature set: ['danceability', 'liveness', 'loudness', 'speechiness']
Training the classifier...
[BernoulliRBM] Iteration 1, pseudo-likelihood = -2.09, time = 0.01s
[BernoulliRBM] Iteration 2, pseudo-likelihood = -1.95, time = 0.03s
[BernoulliRBM] Iteration 3, pseudo-likelihood = -1.87, time = 0.03s
[BernoulliRBM] Iteration 4, pseudo-likelihood = -1.83, time = 0.03s
[BernoulliRBM] Iteration 5, pseudo-likelihood = -1.82, time = 0.03s
[BernoulliRBM] Iteration 6, pseudo-likelihood = -1.81, time = 0.03s
[BernoulliRBM] Iteration 7, pseudo-likelihood = -1.82, time = 0.03s
[BernoulliRBM] Iteration 8, pseudo-likelihood = -1.82, time = 0.03s
[BernoulliRBM] Iteration 9, pseudo-likelihood = -1.80, time = 0.03s
[BernoulliRBM] Iteration 10, pseudo-likelihood = -1.79, time = 0.03s
[BernoulliRBM] Iteration 11, pseudo-likelihood = -1.79, time = 0.03s
[BernoulliRBM] Iteration 12, pseudo-likelihood = -1.78, time = 0.03s
[BernoulliRBM] Iteration 13, pseudo-likelihood = -1.79, time = 0.03s
[BernoulliRBM] Iteration 14, pseudo-likelihood = -1.79, time = 0.03s
[BernoulliRBM] Iteration 15, pseudo-likelihood = -1.78, time = 0.03s
[BernoulliRBM] Iteration 16, pseudo-likelihood = -1.77, time = 0.03s
[BernoulliRBM] Iteration 17, pseudo-likelihood = -1.79, time = 0.03s
[BernoulliRBM] Iteration 18, pseudo-likelihood = -1.78, time = 0.03s
[BernoulliRBM] Iteration 19, pseudo-likelihood = -1.79, time = 0.03s
[BernoulliRBM] Iteration 20, pseudo-likelihood = -1.78, time = 0.03s
[BernoulliRBM] Iteration 21, pseudo-likelihood = -1.80, time = 0.03s
[BernoulliRBM] Iteration 22, pseudo-likelihood = -1.81, time = 0.03s
[BernoulliRBM] Iteration 23, pseudo-likelihood = -1.79, time = 0.03s
[BernoulliRBM] Iteration 24, pseudo-likelihood = -1.80, time = 0.03s
[BernoulliRBM] Iteration 25, pseudo-likelihood = -1.82, time = 0.03s
[BernoulliRBM] Iteration 26, pseudo-likelihood = -1.80, time = 0.03s
[BernoulliRBM] Iteration 27, pseudo-likelihood = -1.81, time = 0.03s
[BernoulliRBM] Iteration 28, pseudo-likelihood = -1.81, time = 0.03s
[BernoulliRBM] Iteration 29, pseudo-likelihood = -1.80, time = 0.03s
[BernoulliRBM] Iteration 30, pseudo-likelihood = -1.80, time = 0.03s
[BernoulliRBM] Iteration 31, pseudo-likelihood = -1.79, time = 0.03s
Attempting feature set: ['liveness', 'loudness', 'speechiness']
Training the classifier...
[BernoulliRBM] Iteration 1, pseudo-likelihood = -1.45, time = 0.01s
[BernoulliRBM] Iteration 2, pseudo-likelihood = -1.30, time = 0.03s
[BernoulliRBM] Iteration 3, pseudo-likelihood = -1.25, time = 0.03s
[BernoulliRBM] Iteration 4, pseudo-likelihood = -1.20, time = 0.03s
[BernoulliRBM] Iteration 5, pseudo-likelihood = -1.18, time = 0.03s
[BernoulliRBM] Iteration 6, pseudo-likelihood = -1.19, time = 0.03s
[BernoulliRBM] Iteration 7, pseudo-likelihood = -1.18, time = 0.03s
[BernoulliRBM] Iteration 8, pseudo-likelihood = -1.18, time = 0.03s
[BernoulliRBM] Iteration 9, pseudo-likelihood = -1.17, time = 0.03s
[BernoulliRBM] Iteration 10, pseudo-likelihood = -1.18, time = 0.03s
[BernoulliRBM] Iteration 11, pseudo-likelihood = -1.16, time = 0.03s
[BernoulliRBM] Iteration 12, pseudo-likelihood = -1.17, time = 0.03s
[BernoulliRBM] Iteration 13, pseudo-likelihood = -1.16, time = 0.03s
[BernoulliRBM] Iteration 14, pseudo-likelihood = -1.16, time = 0.03s
[BernoulliRBM] Iteration 15, pseudo-likelihood = -1.17, time = 0.03s
[BernoulliRBM] Iteration 16, pseudo-likelihood = -1.16, time = 0.03s
[BernoulliRBM] Iteration 17, pseudo-likelihood = -1.17, time = 0.03s
[BernoulliRBM] Iteration 18, pseudo-likelihood = -1.17, time = 0.03s
[BernoulliRBM] Iteration 19, pseudo-likelihood = -1.17, time = 0.03s
[BernoulliRBM] Iteration 20, pseudo-likelihood = -1.16, time = 0.03s
[BernoulliRBM] Iteration 21, pseudo-likelihood = -1.17, time = 0.03s
[BernoulliRBM] Iteration 22, pseudo-likelihood = -1.17, time = 0.03s
[BernoulliRBM] Iteration 23, pseudo-likelihood = -1.17, time = 0.03s
[BernoulliRBM] Iteration 24, pseudo-likelihood = -1.16, time = 0.03s
[BernoulliRBM] Iteration 25, pseudo-likelihood = -1.16, time = 0.03s
[BernoulliRBM] Iteration 26, pseudo-likelihood = -1.16, time = 0.03s
[BernoulliRBM] Iteration 27, pseudo-likelihood = -1.16, time = 0.03s
[BernoulliRBM] Iteration 28, pseudo-likelihood = -1.17, time = 0.03s
[BernoulliRBM] Iteration 29, pseudo-likelihood = -1.17, time = 0.03s
[BernoulliRBM] Iteration 30, pseudo-likelihood = -1.17, time = 0.03s
[BernoulliRBM] Iteration 31, pseudo-likelihood = -1.17, time = 0.03s
Attempting feature set: ['danceability', 'energy', 'loudness', 'speechiness']
Training the classifier...
[BernoulliRBM] Iteration 1, pseudo-likelihood = -2.26, time = 0.01s
[BernoulliRBM] Iteration 2, pseudo-likelihood = -2.13, time = 0.03s
[BernoulliRBM] Iteration 3, pseudo-likelihood = -2.08, time = 0.03s
[BernoulliRBM] Iteration 4, pseudo-likelihood = -2.07, time = 0.03s
[BernoulliRBM] Iteration 5, pseudo-likelihood = -2.06, time = 0.03s
[BernoulliRBM] Iteration 6, pseudo-likelihood = -2.05, time = 0.03s
[BernoulliRBM] Iteration 7, pseudo-likelihood = -2.03, time = 0.03s
[BernoulliRBM] Iteration 8, pseudo-likelihood = -2.05, time = 0.03s
[BernoulliRBM] Iteration 9, pseudo-likelihood = -2.03, time = 0.03s
[BernoulliRBM] Iteration 10, pseudo-likelihood = -2.03, time = 0.03s
[BernoulliRBM] Iteration 11, pseudo-likelihood = -2.04, time = 0.03s
[BernoulliRBM] Iteration 12, pseudo-likelihood = -2.04, time = 0.03s
[BernoulliRBM] Iteration 13, pseudo-likelihood = -2.04, time = 0.03s
[BernoulliRBM] Iteration 14, pseudo-likelihood = -2.04, time = 0.03s
[BernoulliRBM] Iteration 15, pseudo-likelihood = -2.04, time = 0.03s
[BernoulliRBM] Iteration 16, pseudo-likelihood = -2.03, time = 0.03s
[BernoulliRBM] Iteration 17, pseudo-likelihood = -2.03, time = 0.03s
[BernoulliRBM] Iteration 18, pseudo-likelihood = -2.05, time = 0.03s
[BernoulliRBM] Iteration 19, pseudo-likelihood = -2.04, time = 0.03s
[BernoulliRBM] Iteration 20, pseudo-likelihood = -2.03, time = 0.03s
[BernoulliRBM] Iteration 21, pseudo-likelihood = -2.03, time = 0.03s
[BernoulliRBM] Iteration 22, pseudo-likelihood = -2.03, time = 0.03s
[BernoulliRBM] Iteration 23, pseudo-likelihood = -2.03, time = 0.03s
[BernoulliRBM] Iteration 24, pseudo-likelihood = -2.04, time = 0.03s
[BernoulliRBM] Iteration 25, pseudo-likelihood = -2.03, time = 0.03s
[BernoulliRBM] Iteration 26, pseudo-likelihood = -2.03, time = 0.03s
[BernoulliRBM] Iteration 27, pseudo-likelihood = -2.04, time = 0.03s
[BernoulliRBM] Iteration 28, pseudo-likelihood = -2.04, time = 0.03s
[BernoulliRBM] Iteration 29, pseudo-likelihood = -2.03, time = 0.03s
[BernoulliRBM] Iteration 30, pseudo-likelihood = -2.05, time = 0.03s
[BernoulliRBM] Iteration 31, pseudo-likelihood = -2.03, time = 0.03s
Attempting feature set: ['energy', 'loudness', 'speechiness']
Training the classifier...
[BernoulliRBM] Iteration 1, pseudo-likelihood = -1.62, time = 0.01s
[BernoulliRBM] Iteration 2, pseudo-likelihood = -1.52, time = 0.03s
[BernoulliRBM] Iteration 3, pseudo-likelihood = -1.48, time = 0.03s
[BernoulliRBM] Iteration 4, pseudo-likelihood = -1.45, time = 0.03s
[BernoulliRBM] Iteration 5, pseudo-likelihood = -1.44, time = 0.03s
[BernoulliRBM] Iteration 6, pseudo-likelihood = -1.43, time = 0.03s
[BernoulliRBM] Iteration 7, pseudo-likelihood = -1.43, time = 0.03s
[BernoulliRBM] Iteration 8, pseudo-likelihood = -1.42, time = 0.03s
[BernoulliRBM] Iteration 9, pseudo-likelihood = -1.43, time = 0.03s
[BernoulliRBM] Iteration 10, pseudo-likelihood = -1.42, time = 0.03s
[BernoulliRBM] Iteration 11, pseudo-likelihood = -1.42, time = 0.03s
[BernoulliRBM] Iteration 12, pseudo-likelihood = -1.41, time = 0.03s
[BernoulliRBM] Iteration 13, pseudo-likelihood = -1.41, time = 0.03s
[BernoulliRBM] Iteration 14, pseudo-likelihood = -1.41, time = 0.03s
[BernoulliRBM] Iteration 15, pseudo-likelihood = -1.40, time = 0.03s
[BernoulliRBM] Iteration 16, pseudo-likelihood = -1.43, time = 0.03s
[BernoulliRBM] Iteration 17, pseudo-likelihood = -1.43, time = 0.03s
[BernoulliRBM] Iteration 18, pseudo-likelihood = -1.42, time = 0.03s
[BernoulliRBM] Iteration 19, pseudo-likelihood = -1.41, time = 0.03s
[BernoulliRBM] Iteration 20, pseudo-likelihood = -1.41, time = 0.03s
[BernoulliRBM] Iteration 21, pseudo-likelihood = -1.40, time = 0.03s
[BernoulliRBM] Iteration 22, pseudo-likelihood = -1.40, time = 0.03s
[BernoulliRBM] Iteration 23, pseudo-likelihood = -1.39, time = 0.03s
[BernoulliRBM] Iteration 24, pseudo-likelihood = -1.42, time = 0.03s
[BernoulliRBM] Iteration 25, pseudo-likelihood = -1.41, time = 0.03s
[BernoulliRBM] Iteration 26, pseudo-likelihood = -1.42, time = 0.03s
[BernoulliRBM] Iteration 27, pseudo-likelihood = -1.41, time = 0.03s
[BernoulliRBM] Iteration 28, pseudo-likelihood = -1.41, time = 0.03s
[BernoulliRBM] Iteration 29, pseudo-likelihood = -1.40, time = 0.03s
[BernoulliRBM] Iteration 30, pseudo-likelihood = -1.39, time = 0.03s
[BernoulliRBM] Iteration 31, pseudo-likelihood = -1.40, time = 0.03s
Attempting feature set: ['danceability', 'loudness', 'speechiness']
Training the classifier...
[BernoulliRBM] Iteration 1, pseudo-likelihood = -1.68, time = 0.01s
[BernoulliRBM] Iteration 2, pseudo-likelihood = -1.59, time = 0.03s
[BernoulliRBM] Iteration 3, pseudo-likelihood = -1.55, time = 0.03s
[BernoulliRBM] Iteration 4, pseudo-likelihood = -1.52, time = 0.03s
[BernoulliRBM] Iteration 5, pseudo-likelihood = -1.51, time = 0.03s
[BernoulliRBM] Iteration 6, pseudo-likelihood = -1.51, time = 0.03s
[BernoulliRBM] Iteration 7, pseudo-likelihood = -1.50, time = 0.03s
[BernoulliRBM] Iteration 8, pseudo-likelihood = -1.50, time = 0.03s
[BernoulliRBM] Iteration 9, pseudo-likelihood = -1.50, time = 0.03s
[BernoulliRBM] Iteration 10, pseudo-likelihood = -1.49, time = 0.03s
[BernoulliRBM] Iteration 11, pseudo-likelihood = -1.49, time = 0.03s
[BernoulliRBM] Iteration 12, pseudo-likelihood = -1.49, time = 0.03s
[BernoulliRBM] Iteration 13, pseudo-likelihood = -1.49, time = 0.03s
[BernoulliRBM] Iteration 14, pseudo-likelihood = -1.49, time = 0.03s
[BernoulliRBM] Iteration 15, pseudo-likelihood = -1.49, time = 0.03s
[BernoulliRBM] Iteration 16, pseudo-likelihood = -1.49, time = 0.03s
[BernoulliRBM] Iteration 17, pseudo-likelihood = -1.49, time = 0.03s
[BernoulliRBM] Iteration 18, pseudo-likelihood = -1.49, time = 0.03s
[BernoulliRBM] Iteration 19, pseudo-likelihood = -1.49, time = 0.03s
[BernoulliRBM] Iteration 20, pseudo-likelihood = -1.49, time = 0.03s
[BernoulliRBM] Iteration 21, pseudo-likelihood = -1.48, time = 0.03s
[BernoulliRBM] Iteration 22, pseudo-likelihood = -1.48, time = 0.03s
[BernoulliRBM] Iteration 23, pseudo-likelihood = -1.48, time = 0.03s
[BernoulliRBM] Iteration 24, pseudo-likelihood = -1.49, time = 0.03s
[BernoulliRBM] Iteration 25, pseudo-likelihood = -1.49, time = 0.03s
[BernoulliRBM] Iteration 26, pseudo-likelihood = -1.49, time = 0.03s
[BernoulliRBM] Iteration 27, pseudo-likelihood = -1.48, time = 0.03s
[BernoulliRBM] Iteration 28, pseudo-likelihood = -1.49, time = 0.03s
[BernoulliRBM] Iteration 29, pseudo-likelihood = -1.48, time = 0.03s
[BernoulliRBM] Iteration 30, pseudo-likelihood = -1.48, time = 0.03s
[BernoulliRBM] Iteration 31, pseudo-likelihood = -1.48, time = 0.03s
Attempting feature set: ['loudness', 'speechiness']
Training the classifier...
[BernoulliRBM] Iteration 1, pseudo-likelihood = -0.96, time = 0.01s
[BernoulliRBM] Iteration 2, pseudo-likelihood = -0.86, time = 0.03s
[BernoulliRBM] Iteration 3, pseudo-likelihood = -0.82, time = 0.03s
[BernoulliRBM] Iteration 4, pseudo-likelihood = -0.79, time = 0.03s
[BernoulliRBM] Iteration 5, pseudo-likelihood = -0.78, time = 0.03s
[BernoulliRBM] Iteration 6, pseudo-likelihood = -0.77, time = 0.03s
[BernoulliRBM] Iteration 7, pseudo-likelihood = -0.76, time = 0.03s
[BernoulliRBM] Iteration 8, pseudo-likelihood = -0.76, time = 0.03s
[BernoulliRBM] Iteration 9, pseudo-likelihood = -0.76, time = 0.03s
[BernoulliRBM] Iteration 10, pseudo-likelihood = -0.75, time = 0.03s
[BernoulliRBM] Iteration 11, pseudo-likelihood = -0.75, time = 0.03s
[BernoulliRBM] Iteration 12, pseudo-likelihood = -0.75, time = 0.03s
[BernoulliRBM] Iteration 13, pseudo-likelihood = -0.75, time = 0.03s
[BernoulliRBM] Iteration 14, pseudo-likelihood = -0.75, time = 0.03s
[BernoulliRBM] Iteration 15, pseudo-likelihood = -0.75, time = 0.03s
[BernoulliRBM] Iteration 16, pseudo-likelihood = -0.75, time = 0.03s
[BernoulliRBM] Iteration 17, pseudo-likelihood = -0.75, time = 0.03s
[BernoulliRBM] Iteration 18, pseudo-likelihood = -0.75, time = 0.03s
[BernoulliRBM] Iteration 19, pseudo-likelihood = -0.76, time = 0.03s
[BernoulliRBM] Iteration 20, pseudo-likelihood = -0.75, time = 0.03s
[BernoulliRBM] Iteration 21, pseudo-likelihood = -0.75, time = 0.03s
[BernoulliRBM] Iteration 22, pseudo-likelihood = -0.75, time = 0.03s
[BernoulliRBM] Iteration 23, pseudo-likelihood = -0.76, time = 0.02s
[BernoulliRBM] Iteration 24, pseudo-likelihood = -0.75, time = 0.02s
[BernoulliRBM] Iteration 25, pseudo-likelihood = -0.76, time = 0.03s
[BernoulliRBM] Iteration 26, pseudo-likelihood = -0.75, time = 0.03s
[BernoulliRBM] Iteration 27, pseudo-likelihood = -0.75, time = 0.03s
[BernoulliRBM] Iteration 28, pseudo-likelihood = -0.75, time = 0.02s
[BernoulliRBM] Iteration 29, pseudo-likelihood = -0.75, time = 0.03s
[BernoulliRBM] Iteration 30, pseudo-likelihood = -0.75, time = 0.02s
[BernoulliRBM] Iteration 31, pseudo-likelihood = -0.75, time = 0.02s
Attempting feature set: ['danceability', 'energy', 'liveness', 'speechiness']
Training the classifier...
[BernoulliRBM] Iteration 1, pseudo-likelihood = -2.06, time = 0.01s
[BernoulliRBM] Iteration 2, pseudo-likelihood = -1.88, time = 0.03s
[BernoulliRBM] Iteration 3, pseudo-likelihood = -1.82, time = 0.03s
[BernoulliRBM] Iteration 4, pseudo-likelihood = -1.81, time = 0.03s
[BernoulliRBM] Iteration 5, pseudo-likelihood = -1.81, time = 0.03s
[BernoulliRBM] Iteration 6, pseudo-likelihood = -1.77, time = 0.03s
[BernoulliRBM] Iteration 7, pseudo-likelihood = -1.76, time = 0.03s
[BernoulliRBM] Iteration 8, pseudo-likelihood = -1.76, time = 0.03s
[BernoulliRBM] Iteration 9, pseudo-likelihood = -1.74, time = 0.03s
[BernoulliRBM] Iteration 10, pseudo-likelihood = -1.74, time = 0.03s
[BernoulliRBM] Iteration 11, pseudo-likelihood = -1.75, time = 0.03s
[BernoulliRBM] Iteration 12, pseudo-likelihood = -1.76, time = 0.03s
[BernoulliRBM] Iteration 13, pseudo-likelihood = -1.76, time = 0.03s
[BernoulliRBM] Iteration 14, pseudo-likelihood = -1.76, time = 0.03s
[BernoulliRBM] Iteration 15, pseudo-likelihood = -1.74, time = 0.03s
[BernoulliRBM] Iteration 16, pseudo-likelihood = -1.74, time = 0.03s
[BernoulliRBM] Iteration 17, pseudo-likelihood = -1.77, time = 0.03s
[BernoulliRBM] Iteration 18, pseudo-likelihood = -1.78, time = 0.03s
[BernoulliRBM] Iteration 19, pseudo-likelihood = -1.75, time = 0.03s
[BernoulliRBM] Iteration 20, pseudo-likelihood = -1.74, time = 0.03s
[BernoulliRBM] Iteration 21, pseudo-likelihood = -1.73, time = 0.03s
[BernoulliRBM] Iteration 22, pseudo-likelihood = -1.72, time = 0.03s
[BernoulliRBM] Iteration 23, pseudo-likelihood = -1.73, time = 0.03s
[BernoulliRBM] Iteration 24, pseudo-likelihood = -1.74, time = 0.03s
[BernoulliRBM] Iteration 25, pseudo-likelihood = -1.72, time = 0.03s
[BernoulliRBM] Iteration 26, pseudo-likelihood = -1.75, time = 0.03s
[BernoulliRBM] Iteration 27, pseudo-likelihood = -1.75, time = 0.03s
[BernoulliRBM] Iteration 28, pseudo-likelihood = -1.75, time = 0.03s
[BernoulliRBM] Iteration 29, pseudo-likelihood = -1.75, time = 0.03s
[BernoulliRBM] Iteration 30, pseudo-likelihood = -1.76, time = 0.03s
[BernoulliRBM] Iteration 31, pseudo-likelihood = -1.74, time = 0.03s
Attempting feature set: ['energy', 'liveness', 'speechiness']
Training the classifier...
[BernoulliRBM] Iteration 1, pseudo-likelihood = -1.41, time = 0.01s
[BernoulliRBM] Iteration 2, pseudo-likelihood = -1.26, time = 0.03s
[BernoulliRBM] Iteration 3, pseudo-likelihood = -1.19, time = 0.03s
[BernoulliRBM] Iteration 4, pseudo-likelihood = -1.14, time = 0.03s
[BernoulliRBM] Iteration 5, pseudo-likelihood = -1.14, time = 0.03s
[BernoulliRBM] Iteration 6, pseudo-likelihood = -1.14, time = 0.03s
[BernoulliRBM] Iteration 7, pseudo-likelihood = -1.14, time = 0.03s
[BernoulliRBM] Iteration 8, pseudo-likelihood = -1.10, time = 0.03s
[BernoulliRBM] Iteration 9, pseudo-likelihood = -1.12, time = 0.03s
[BernoulliRBM] Iteration 10, pseudo-likelihood = -1.11, time = 0.03s
[BernoulliRBM] Iteration 11, pseudo-likelihood = -1.11, time = 0.03s
[BernoulliRBM] Iteration 12, pseudo-likelihood = -1.11, time = 0.03s
[BernoulliRBM] Iteration 13, pseudo-likelihood = -1.10, time = 0.03s
[BernoulliRBM] Iteration 14, pseudo-likelihood = -1.10, time = 0.03s
[BernoulliRBM] Iteration 15, pseudo-likelihood = -1.09, time = 0.03s
[BernoulliRBM] Iteration 16, pseudo-likelihood = -1.11, time = 0.03s
[BernoulliRBM] Iteration 17, pseudo-likelihood = -1.11, time = 0.03s
[BernoulliRBM] Iteration 18, pseudo-likelihood = -1.10, time = 0.03s
[BernoulliRBM] Iteration 19, pseudo-likelihood = -1.09, time = 0.03s
[BernoulliRBM] Iteration 20, pseudo-likelihood = -1.09, time = 0.03s
[BernoulliRBM] Iteration 21, pseudo-likelihood = -1.08, time = 0.03s
[BernoulliRBM] Iteration 22, pseudo-likelihood = -1.09, time = 0.03s
[BernoulliRBM] Iteration 23, pseudo-likelihood = -1.07, time = 0.03s
[BernoulliRBM] Iteration 24, pseudo-likelihood = -1.12, time = 0.03s
[BernoulliRBM] Iteration 25, pseudo-likelihood = -1.10, time = 0.03s
[BernoulliRBM] Iteration 26, pseudo-likelihood = -1.09, time = 0.03s
[BernoulliRBM] Iteration 27, pseudo-likelihood = -1.09, time = 0.03s
[BernoulliRBM] Iteration 28, pseudo-likelihood = -1.10, time = 0.03s
[BernoulliRBM] Iteration 29, pseudo-likelihood = -1.08, time = 0.03s
[BernoulliRBM] Iteration 30, pseudo-likelihood = -1.09, time = 0.03s
[BernoulliRBM] Iteration 31, pseudo-likelihood = -1.10, time = 0.03s
Attempting feature set: ['danceability', 'liveness', 'speechiness']
Training the classifier...
[BernoulliRBM] Iteration 1, pseudo-likelihood = -1.47, time = 0.01s
[BernoulliRBM] Iteration 2, pseudo-likelihood = -1.33, time = 0.03s
[BernoulliRBM] Iteration 3, pseudo-likelihood = -1.26, time = 0.03s
[BernoulliRBM] Iteration 4, pseudo-likelihood = -1.21, time = 0.03s
[BernoulliRBM] Iteration 5, pseudo-likelihood = -1.21, time = 0.03s
[BernoulliRBM] Iteration 6, pseudo-likelihood = -1.22, time = 0.03s
[BernoulliRBM] Iteration 7, pseudo-likelihood = -1.21, time = 0.03s
[BernoulliRBM] Iteration 8, pseudo-likelihood = -1.18, time = 0.03s
[BernoulliRBM] Iteration 9, pseudo-likelihood = -1.19, time = 0.03s
[BernoulliRBM] Iteration 10, pseudo-likelihood = -1.19, time = 0.03s
[BernoulliRBM] Iteration 11, pseudo-likelihood = -1.19, time = 0.03s
[BernoulliRBM] Iteration 12, pseudo-likelihood = -1.19, time = 0.03s
[BernoulliRBM] Iteration 13, pseudo-likelihood = -1.18, time = 0.03s
[BernoulliRBM] Iteration 14, pseudo-likelihood = -1.18, time = 0.03s
[BernoulliRBM] Iteration 15, pseudo-likelihood = -1.17, time = 0.03s
[BernoulliRBM] Iteration 16, pseudo-likelihood = -1.18, time = 0.03s
[BernoulliRBM] Iteration 17, pseudo-likelihood = -1.18, time = 0.03s
[BernoulliRBM] Iteration 18, pseudo-likelihood = -1.18, time = 0.03s
[BernoulliRBM] Iteration 19, pseudo-likelihood = -1.16, time = 0.03s
[BernoulliRBM] Iteration 20, pseudo-likelihood = -1.17, time = 0.03s
[BernoulliRBM] Iteration 21, pseudo-likelihood = -1.16, time = 0.03s
[BernoulliRBM] Iteration 22, pseudo-likelihood = -1.17, time = 0.03s
[BernoulliRBM] Iteration 23, pseudo-likelihood = -1.16, time = 0.03s
[BernoulliRBM] Iteration 24, pseudo-likelihood = -1.18, time = 0.03s
[BernoulliRBM] Iteration 25, pseudo-likelihood = -1.18, time = 0.03s
[BernoulliRBM] Iteration 26, pseudo-likelihood = -1.16, time = 0.03s
[BernoulliRBM] Iteration 27, pseudo-likelihood = -1.17, time = 0.03s
[BernoulliRBM] Iteration 28, pseudo-likelihood = -1.18, time = 0.03s
[BernoulliRBM] Iteration 29, pseudo-likelihood = -1.16, time = 0.03s
[BernoulliRBM] Iteration 30, pseudo-likelihood = -1.18, time = 0.03s
[BernoulliRBM] Iteration 31, pseudo-likelihood = -1.18, time = 0.03s
Attempting feature set: ['liveness', 'speechiness']
Training the classifier...
[BernoulliRBM] Iteration 1, pseudo-likelihood = -0.75, time = 0.01s
[BernoulliRBM] Iteration 2, pseudo-likelihood = -0.57, time = 0.03s
[BernoulliRBM] Iteration 3, pseudo-likelihood = -0.52, time = 0.03s
[BernoulliRBM] Iteration 4, pseudo-likelihood = -0.49, time = 0.02s
[BernoulliRBM] Iteration 5, pseudo-likelihood = -0.48, time = 0.03s
[BernoulliRBM] Iteration 6, pseudo-likelihood = -0.45, time = 0.02s
[BernoulliRBM] Iteration 7, pseudo-likelihood = -0.45, time = 0.02s
[BernoulliRBM] Iteration 8, pseudo-likelihood = -0.44, time = 0.02s
[BernoulliRBM] Iteration 9, pseudo-likelihood = -0.43, time = 0.02s
[BernoulliRBM] Iteration 10, pseudo-likelihood = -0.45, time = 0.02s
[BernoulliRBM] Iteration 11, pseudo-likelihood = -0.43, time = 0.03s
[BernoulliRBM] Iteration 12, pseudo-likelihood = -0.44, time = 0.03s
[BernoulliRBM] Iteration 13, pseudo-likelihood = -0.44, time = 0.03s
[BernoulliRBM] Iteration 14, pseudo-likelihood = -0.44, time = 0.02s
[BernoulliRBM] Iteration 15, pseudo-likelihood = -0.46, time = 0.02s
[BernoulliRBM] Iteration 16, pseudo-likelihood = -0.45, time = 0.02s
[BernoulliRBM] Iteration 17, pseudo-likelihood = -0.45, time = 0.02s
[BernoulliRBM] Iteration 18, pseudo-likelihood = -0.47, time = 0.02s
